student_id,class_id,BFI_E_z,BFI_A_z,BFI_C_z,BFI_N_z,BFI_O_z,CCI_satisfaction_z,CCI_closeness_z,CCI_friction_z,wellbeing_z,community
A018,A,-0.9588826008289989,1.4949413112343959,-0.9972468276014818,0.8381265678943811,0.15999161357343825,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.062414411859563,3
A019,A,0.8784503013072725,-0.8658311156932432,0.3997742267234366,1.9967308916917865,-0.11863832610988256,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.5294394273660737,3
A020,A,-0.049925910986252896,0.9682783545914808,-0.9054790553600608,2.9138624660073296,0.2858261396025429,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.8768607781675882,1
A021,A,-0.18486236354526056,-1.6828697716158048,-0.3781625540393897,0.4144094332759964,1.3060017417068248,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.09426255425255699,2
A022,A,-0.6809295444039414,-0.33488502998577485,1.2992282977860654,-0.9895381200318641,0.21938250136385634,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.7577283913566313,1
A023,A,1.2225413386740303,0.1627530651050056,-0.35626397106142593,-2.132046280731309,-0.41092723083373717,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.4670452453909906,2
A024,A,-0.15452948206880215,0.5862223313592781,0.7375155684670865,0.2677114623438358,1.1062887100598888,0.33757454879893356,1.4074818613137168,0.09058490690174555,2.129247112028298,3
A025,A,-0.4283278221631072,0.711226579792855,-0.933617680009877,-0.812941095310326,0.4287564384616135,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.287422581274031,1
A026,A,-0.3521335504882296,0.7933472351999252,-0.20543755786763002,-0.41535726017968533,1.535755991995992,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.0967855784546396,2
A027,A,0.5323091855533487,-0.3487250722484376,-0.9500220549105812,-0.6120967990598081,0.18323443722190613,0.33757454879893356,1.4074818613137168,0.09058490690174555,1.836913528321314,3
A028,A,0.36544406436407834,-0.46235179266456716,-0.3390330759005625,-0.14079088641638526,-1.2244690317205003,0.33757454879893356,1.4074818613137168,0.09058490690174555,2.905067169240407,1
A029,A,0.4127326115959884,0.8579758812571538,0.8403081374573955,1.0659802307876436,-1.368159199245665,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.1715666288253417,1
A030,A,0.43082100300788273,-0.1913043248816149,-1.7273204231923487,0.15704856744534462,1.6509279322312496,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.36824895678803055,2
A031,A,2.1416476008704612,-1.2756863233379219,0.43442364354585733,-0.1586348370386883,1.723665720783297,0.33757454879893356,1.4074818613137168,0.09058490690174555,0.34155555094050954,2
A032,A,-0.4064150163846156,-1.1332872140034806,0.2377356023322779,-1.0356537528258116,-0.17951921328260065,0.33757454879893356,1.4074818613137168,0.09058490690174555,1.7286976444055924,2
A033,A,-0.5122427290715373,-0.9194522860016113,-0.5941499556967944,-1.674682944704357,-0.38318732113598775,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.9868570784282374,1
A034,A,-0.8137727282478777,0.49716074405376404,-1.4460578543884546,-0.4863079090733309,1.4614442922422022,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.24527784594210975,3
A035,A,0.6159794225754956,0.14242573607056525,0.07212950771386951,-0.05378255081832049,-1.107045682043488,0.33757454879893356,1.4074818613137168,0.09058490690174555,0.777337576061744,2
A036,A,1.1289722927208916,0.6904853540677682,-0.5294927090638024,1.767929913579883,-0.8947270189558264,0.33757454879893356,1.4074818613137168,0.09058490690174555,0.43476607446661863,1
A037,A,-0.11394745765487507,-0.42725264633653426,0.23267621135470395,0.13027452147288585,0.6433267946890444,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.37615607123009925,3
A038,A,-0.840156476962528,0.15853969107671423,0.02185214552344288,0.9827395110230576,-0.3946051228595896,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.13382296451604114,3
A039,A,-0.8244812156912396,0.6255903939673367,1.6017788913209154,-0.49929559853915206,-0.005121866720071296,0.33757454879893356,1.4074818613137168,0.09058490690174555,-1.3748958083699818,2
A040,A,0.6505927878247011,-0.3093465397202384,-0.23935562747302427,-1.1849437664170246,-0.16344289852451258,0.33757454879893356,1.4074818613137168,0.09058490690174555,-0.23817374397466523,1
